CDREDE;DE;CODMUN;MUN;CATEG;COD_ESC;TIPOESC;CODVINC;NOMESC;ENDESC;NUMESC;BAIESC;EMAIL;FONE1;ZONA;ENSINO INFANTIL;CLASSES ESPECIAIS;SALA DE RECURSO;ANOS INICIAIS;ANOS FINAIS;ENSINO MÉDIO;EJA – ANOS INICIAS;EJA – ANOS FINAIS;EJA – ENSINO MEDIO
10208;LESTE 4;100;SAO PAULO;1;901714;8;NULL;CAMILO MARIA CAVALHEIRO DOM;GARUVA;55;JARDIM SANTA MARIA;E901714A@EDUCACAO.SP.GOV.BR;27273077;1;0;0;0;0;390;364;0;0;0
10208;LESTE 4;100;SAO PAULO;1;924647;8;NULL;REPUBLICA DA NICARAGUA;RUA AUGUSTIN LUBERTI;01;FAZENDA DA JUTA;E924647A@EDUCACAO.SP.GOV.BR;20191099;1;0;0;0;0;531;905;0;0;0
10210;LESTE 2;100;SAO PAULO;1;2860;8;NULL;ESTELA BORGES MORATO;TUJUMIRIM;419;JARDIM HELENA;E002860A@EDUCACAO.SP.GOV.BR;25814357;1;0;0;0;452;0;653;0;0;475
10210;LESTE 2;100;SAO PAULO;1;2938;8;NULL;ALBERTO SCHWEITZER;MATACOES;35;JARDIM CAMARGO NOVO;E002938A@EDUCACAO.SP.GOV.BR;25674335;1;0;36;0;857;0;0;0;0;0
10210;LESTE 2;100;SAO PAULO;1;2999;8;NULL;SHINQUICHI AGARI;JOAO MAXIMIANO MAFRA;351;VILA CURUCA;E002999A@EDUCACAO.SP.GOV.BR;20354466;1;0;0;0;371;304;516;0;0;0
10210;LESTE 2;100;SAO PAULO;1;3013;8;NULL;DIOGO DE FARIA DR;ROSA DE LIMA SANTA;591;PARQUE PAULISTANO;E003013A@EDUCACAO.SP.GOV.BR;25814403;1;0;36;0;1076;0;0;0;0;0
10210;LESTE 2;100;SAO PAULO;1;40332;8;NULL;ARLINDO PINTO DA SILVA PROF;MARCION;274;JARDIM LAJEADO;E040332A@EDUCACAO.SP.GOV.BR;20525244;1;0;0;0;252;202;115;0;0;0
10210;LESTE 2;100;SAO PAULO;1;909178;8;NULL;ROSARITA TORKOMIAN PROFA;ALTOLANDIA;140;PARQUE DOM JOAO NERI;E909178A@EDUCACAO.SP.GOV.BR;20351914;1;0;0;0;832;0;0;0;0;0
10211;LESTE 3;100;SAO PAULO;1;3268;8;NULL;SEBASTIAO FARIA ZIMBRES PROFESSOR;QUINTA DO PACO;45;VILA MARILENA;E003268A@EDUCACAO.SP.GOV.BR;25571248;1;0;0;0;0;275;383;0;0;0
10211;LESTE 3;100;SAO PAULO;1;267971;8;NULL;JARDIM DOM ANGELICO;ALFONSE JOAILLER;SN;CONJUNTO HABITACIONAL SITIO CONCEICAO;E267971A@EDUCACAO.SP.GOV.BR;25185429;1;0;0;0;488;0;0;0;0;0
10211;LESTE 3;100;SAO PAULO;1;438112;8;NULL;CLAUDIA DUTRA VIANA PROFESSORA;WILSON FERNANDO SCARVALHO;35;CONJUNTO HABITACIONAL SITIO CONCEICAO;E438112A@EDUCACAO.SP.GOV.BR;25184578;1;0;0;0;0;430;756;0;0;214
10211;LESTE 3;100;SAO PAULO;1;904867;8;NULL;INES BREGA CORDEIRO PROFESSORA;CENTRALINA;387;VILA PRINCESA ISABEL;E904867A@EDUCACAO.SP.GOV.BR;25577671;1;0;0;0;507;0;0;0;0;0
10211;LESTE 3;100;SAO PAULO;1;909185;8;NULL;SATURNINO PEREIRA PROFESSOR;BERNARDINO ANTUNES;200;JARDIM SOARES;E909185A@EDUCACAO.SP.GOV.BR;25570540;1;0;0;0;450;177;0;0;0;0
10211;LESTE 3;100;SAO PAULO;1;914721;8;NULL;ZIPORA RUBINSTEIN PROFESSORA;RUA IRMAO DEODORO;830;VILA PRINCESA ISABEL;E914721A@EDUCACAO.SP.GOV.BR;25571338;1;0;0;0;0;621;743;0;0;0
10211;LESTE 3;100;SAO PAULO;1;916785;8;NULL;SERGIO ROCHA KIEHL PROFESSOR;AVENIDA DOUTOR GUILHERME DE ABREU SODRE;1503;VILA HORTENCIA;E916785A@EDUCACAO.SP.GOV.BR;25552122;1;0;15;0;740;0;0;0;0;0
10211;LESTE 3;100;SAO PAULO;1;926048;8;NULL;BARRO BRANCO II;RUA EDUARDO REUTER;415B;BARRO BRANCO;E926048A@EDUCACAO.SP.GOV.BR;22856811;1;0;0;0;726;488;514;0;0;120
10312;CENTRO OESTE;100;SAO PAULO;1;3591;8;NULL;EDMUNDO DE CARVALHO DOUTOR;RUA TIBERIO;145;AGUA BRANCA;E003591A@EDUCACAO.SP.GOV.BR;38640769;1;0;9;0;315;0;0;0;0;0
10312;CENTRO OESTE;100;SAO PAULO;1;3888;8;NULL;MARTIM FRANCISCO;DOMINGOS FERNANDES;583;VILA NOVA CONCEICAO;E003888A@EDUCACAO.SP.GOV.BR;38424925;1;0;0;0;0;138;563;0;0;0
10312;CENTRO OESTE;100;SAO PAULO;1;3992;8;NULL;MARIO DE ANDRADE;JOAQUIM NABUCO;570;BROOKLIN PAULISTA;E003992A@EDUCACAO.SP.GOV.BR;50448177;1;0;6;0;533;0;0;0;0;0
10312;CENTRO OESTE;100;SAO PAULO;1;4170;8;NULL;ANDRONICO DE MELLO PROFESSOR;RUA THEO DUTRA;33;JARDIM COLOMBO;E004170A@EDUCACAO.SP.GOV.BR;37427645;1;0;0;0;0;0;426;0;0;0
10312;CENTRO OESTE;100;SAO PAULO;1;4212;8;NULL;ADOLFO GORDO SENADOR;ARMANDO LOMBARDI DOM;223;VILA PROGREDIOR;E004212A@EDUCACAO.SP.GOV.BR;37219552;1;0;20;0;0;95;681;0;0;207
10312;CENTRO OESTE;100;SAO PAULO;1;43308;8;NULL;JOSE AMERICO DE ALMEIDA DOUTOR;RAMON BAYEU;21;VILA NOVA ALBA;E043308A@EDUCACAO.SP.GOV.BR;37312948;1;0;0;0;461;0;0;0;0;0
10314;SUL 2;100;SAO PAULO;1;5009;8;NULL;BEATRIZ DE QUADROS LEME PROFESSORA;RUA PROFESSOR GASTAO RAMOS;03;PARQUE FERNANDA;E005009A@EDUCACAO.SP.GOV.BR;58215444;1;0;0;0;0;553;682;0;0;0
10101;NORTE 1;100;SAO PAULO;1;619;8;NULL;REGENTE FEIJO;ANTONIO DE COUROS;SN;VILA PALMEIRAS;E000619A@EDUCACAO.SP.GOV.BR;39314273;1;0;17;0;498;0;0;0;0;0
10101;NORTE 1;100;SAO PAULO;1;37643;8;NULL;ANTONIO CARLOS FERREIRA NOBRE PROFESSOR;AGOSTINHO DOS SANTOS;235;PARQUE SAO DOMINGOS;E037643A@EDUCACAO.SP.GOV.BR;38319345;1;0;0;0;0;396;0;0;0;0
10101;NORTE 1;100;SAO PAULO;1;37709;8;NULL;CARLOS FREDERICO WERNECK LACERDA JORNALISTA;CONCEICAO DO NORTE;906;VILA ZAT;E037709A@EDUCACAO.SP.GOV.BR;39719167;1;0;0;0;0;392;454;0;0;290
10101;NORTE 1;100;SAO PAULO;1;44261;8;NULL;ZORAIDE DE CAMPOS HELU PROFESSORA;GIOVANI PALADINO;76;JARDIM JARAGUA;E044261A@EDUCACAO.SP.GOV.BR;39166323;1;0;0;0;218;128;181;0;0;0
10101;NORTE 1;100;SAO PAULO;1;901684;8;NULL;EDUARDO GOMES BRIGADEIRO COHAB;JOAO AMADO COUTINHO;1010;CONJUNTO RESIDENCIAL ELISIO TEIXEIRA LEITE;E901684A@EDUCACAO.SP.GOV.BR;39712787;1;0;15;0;0;408;1529;0;0;0
10101;NORTE 1;100;SAO PAULO;1;924748;8;NULL;ELISIO TEIXEIRA LEITE III;ELISIO TEIXEIRA LEITE;6700A;SITIO MORRO GRANDE;E924748A@EDUCACAO.SP.GOV.BR;39742930;1;0;0;0;0;585;0;0;0;0
10102;CENTRO;100;SAO PAULO;1;930;8;NULL;HOMEM DE MELLO BARAO;RUA ALFREDO PUJOL;1555;SANTANA;E000930A@EDUCACAO.SP.GOV.BR;29506555;1;0;0;0;0;237;81;0;0;0
10104;NORTE 2;100;SAO PAULO;1;875;8;NULL;CASTRO ALVES;FRANCISCO BRUNO;67;VILA MARIZA MAZZEI;E000875A@EDUCACAO.SP.GOV.BR;22368460;1;0;0;0;0;377;344;0;0;0
10104;NORTE 2;100;SAO PAULO;1;1004;8;NULL;EURICO FIGUEIREDO PROF;FONSECA FILHO MINISTRO;75;JACANA;E001004A@EDUCACAO.SP.GOV.BR;22425743;1;0;0;0;0;300;247;0;0;0
10104;NORTE 2;100;SAO PAULO;1;1016;8;NULL;ALBERTO CARDOSO DE MELLO NETO DR;VIRGILIA RODRIGUES ALVES DE CARVALHO PINTO PROFESSORA;633;JARDIM LEONOR MENDES DE BARROS;E001016A@EDUCACAO.SP.GOV.BR;22040517;1;0;29;0;0;487;1475;0;0;0
10104;NORTE 2;100;SAO PAULO;1;1247;8;NULL;RUY BARBOSA CONSELHEIRO;ANTONIO CASTELAR DE FRANCESCHI PROFESSOR;200;HORTO FLORESTAL;E001247A@EDUCACAO.SP.GOV.BR;22043044;1;0;0;0;0;297;387;0;0;0
10104;NORTE 2;100;SAO PAULO;1;1351;8;NULL;ADEMAR HIROSHI SUDA PROF;AGAFITA;50;PARQUE VITORIA;E001351A@EDUCACAO.SP.GOV.BR;22401555;1;0;0;0;672;0;0;0;0;0
10104;NORTE 2;100;SAO PAULO;1;37761;8;NULL;YOLANDO MALLOZZI;ATLANTICO MERIDIONAL;116;VILA ROQUE;E037761A@EDUCACAO.SP.GOV.BR;38517077;1;0;10;0;578;0;0;0;0;0
10104;NORTE 2;100;SAO PAULO;1;269360;8;NULL;NELSON GOMES CAETANO PROF;ANTONIO SERGIO DE MATOS;1910;CONJUNTO HABITACIONAL JOVA RURAL;E269360A@EDUCACAO.SP.GOV.BR;22426607;1;0;10;0;1003;0;0;0;0;0
10104;NORTE 2;100;SAO PAULO;1;915661;8;NULL;EUNICE TEREZINHA DE OLIVEIRA FRAGOAS PROFA;ANTONELO DA MESSINA;222;SITIO DO PIQUERI;E915661A@EDUCACAO.SP.GOV.BR;22435217;1;0;20;0;374;438;0;0;0;0
10205;LESTE 5;100;SAO PAULO;1;838;8;NULL;JOAO VIEIRA DE ALMEIDA;GUILHERME COTCHING;1272;VILA MARIA;E000838A@EDUCACAO.SP.GOV.BR;26311732;1;0;0;0;0;397;552;0;0;259
10205;LESTE 5;100;SAO PAULO;1;1776;8;NULL;SECUNDINO DOMINGUES FILHO DOUTOR;SECUNDINO DOMINGUES;136;JARDIM INDEPENDENCIA;E001776A@EDUCACAO.SP.GOV.BR;22118049;1;0;0;0;264;265;194;0;0;0
10205;LESTE 5;100;SAO PAULO;1;2124;8;NULL;CARLOS ESCOBAR;ADELINO DE ALMEIDA CASTILHO;178;MARANHAO;E002124A@EDUCACAO.SP.GOV.BR;20971048;1;0;0;0;312;0;0;0;0;0
10205;LESTE 5;100;SAO PAULO;1;39111;8;NULL;JAIME CORTESAO;JORGE WASHINGTON;53;VILA CARRAO;E039111A@EDUCACAO.SP.GOV.BR;27817364;1;0;0;0;340;0;0;0;0;0
10207;LESTE 1;100;SAO PAULO;1;2380;8;NULL;SANTOS DUMONT;OITO DE SETEMBRO;73;PENHA DE FRANCA;E002380A@EDUCACAO.SP.GOV.BR;26470843;1;0;12;0;903;0;0;0;0;0
10207;LESTE 1;100;SAO PAULO;1;2525;8;NULL;ANTAO PADRE;RUA SANTO AFONSO;273;PENHA;E002525A@EDUCACAO.SP.GOV.BR;20913272;1;0;0;0;0;417;432;0;0;211
10207;LESTE 1;100;SAO PAULO;1;2550;8;NULL;MARIA APARECIDA DE CASTRO MASIERO PROFESSORA;PANGAUA;210;VILA RE;E002550A@EDUCACAO.SP.GOV.BR;29571017;1;0;0;0;0;0;460;0;0;0
10207;LESTE 1;100;SAO PAULO;1;2872;8;NULL;MAXIMO DE MOURA SANTOS PROFESSOR;PARIOTO;249;VILA JACUI;E002872A@EDUCACAO.SP.GOV.BR;22972896;1;0;0;0;682;0;0;0;0;0
10207;LESTE 1;100;SAO PAULO;1;3086;8;NULL;HELENA LOMBARDI BRAGA PROFESSORA;VIRGINIA DE MIRANDA;138;JARDIM NORMA;E003086A@EDUCACAO.SP.GOV.BR;20515290;1;0;0;0;0;534;606;0;0;0
10207;LESTE 1;100;SAO PAULO;1;3207;8;NULL;MARIA CECILIA DA SILVA GROHMANN PROFESSORA;JOSE ALVES DOS SANTOS;19;VILA CAMPANELA;E003207A@EDUCACAO.SP.GOV.BR;22056689;1;0;0;0;524;0;0;0;0;0
10207;LESTE 1;100;SAO PAULO;1;46310;8;NULL;JULIO DINIS;R JUCARAL;170;PDA QUINZE;E046310A@EDUCACAO.SP.GOV.BR;22055952;1;0;0;0;490;654;0;0;0;0
10207;LESTE 1;100;SAO PAULO;1;906955;8;NULL;EDSON LUIZ RIBEIRO LUZIA PROFESSOR;VITOR JOSE DE CASTRO;43;JARDIM NORMA;E906955A@EDUCACAO.SP.GOV.BR;20515820;1;0;8;0;652;0;0;0;0;0
10208;LESTE 4;100;SAO PAULO;2;411875;6;2471;CEL JTO A EE DONA ZALINA ROLIM;LUIS CARLOS DOUTOR;740;VILA ARICANDUVA;NULL;20975767;1;0;0;0;0;0;0;0;0;0
10211;LESTE 3;100;SAO PAULO;1;37060;8;NULL;ROCCA DORDALL;RUA DOUTOR RODRIGUES DE ALMEIDA;143;VILA BUENOS AIRES;E037060A@EDUCACAO.SP.GOV.BR;25571391;1;0;0;0;448;347;165;0;0;0
10211;LESTE 3;100;SAO PAULO;1;37084;8;NULL;ERNESTINA DEL BUONO TRAMA PROFESSORA;FELICIANO DE MENDONCA;418;JARDIM SAO PAULOZONA LESTE;E037084A@EDUCACAO.SP.GOV.BR;25519286;1;0;13;0;0;239;472;0;0;0
10211;LESTE 3;100;SAO PAULO;1;284324;8;NULL;BELIZE;CAROLINA VOVO;SN;GUAIANAZES;E284324A@EDUCACAO.SP.GOV.BR;27362421;1;0;0;0;532;307;410;0;0;0
10211;LESTE 3;100;SAO PAULO;1;902718;8;NULL;JOAO CASTELLANO PROFESSOR;TOMOICHI SHIMIZU;758;COLONIA ZONA LESTE;E902718A@EDUCACAO.SP.GOV.BR;25215092;1;0;0;0;263;0;0;0;0;0
10211;LESTE 3;100;SAO PAULO;1;907029;8;NULL;FABIO AGAZZI;ALVARO DA COSTA;60;JARDIM SAO PAULOZONA LESTE;E907029A@EDUCACAO.SP.GOV.BR;25558125;1;0;0;0;843;0;0;0;0;0
10211;LESTE 3;100;SAO PAULO;1;910831;8;NULL;GERALDINO DOS SANTOS DEPUTADO;SERTANISTAS;1175;JARDIM SANTO ANDRE;E910831A@EDUCACAO.SP.GOV.BR;27513399;1;0;0;0;610;452;389;0;0;0
10211;LESTE 3;100;SAO PAULO;1;916742;8;NULL;SIMAO MATHIAS PROFESSOR;RAGUEB CHOHFI;4757;JARDIM TRES MARIAS;E916742A@EDUCACAO.SP.GOV.BR;27315263;1;0;0;0;0;0;1404;0;0;424
10312;CENTRO OESTE;100;SAO PAULO;1;3736;8;NULL;LUDOVINA CREDIDIO PEIXOTO;RUA JESUINO ARRUDA;205;ITAIM BIBI;E003736A@EDUCACAO.SP.GOV.BR;31683582;1;0;4;0;439;0;0;0;0;0
10312;CENTRO OESTE;100;SAO PAULO;1;3876;8;NULL;BRASILIO MACHADO;RUA DOS MORAS;630;VILA MADALENA;E003876A@EDUCACAO.SP.GOV.BR;30327217;1;0;0;0;294;0;0;0;0;0
10312;CENTRO OESTE;100;SAO PAULO;1;4133;8;NULL;ENNIO VOSS PROFESSOR;AVENIDA PORTUGAL;1220;BROOKLIN PAULISTA;E004133A@EDUCACAO.SP.GOV.BR;50447379;1;0;14;0;478;518;0;0;0;0
10312;CENTRO OESTE;100;SAO PAULO;1;4832;8;NULL;RUI BLOEM;RUA DOS BOGARIS;244;MIRANDOPOLIS;E004832A@EDUCACAO.SP.GOV.BR;22754918;1;0;0;0;0;0;1055;0;0;0
10314;SUL 2;100;SAO PAULO;1;5061;8;NULL;ZULMIRA CAVALHEIRO FAUSTINO DONA;LUIZ GRASSMANN;216;JARDIM MIRANTE;E005061A@EDUCACAO.SP.GOV.BR;58519377;1;0;11;0;368;359;286;0;0;0
10314;SUL 2;100;SAO PAULO;1;44398;8;NULL;ANTONIO BERNARDES DE OLIVEIRA PROFESSOR;JEAN MAROT;12;JARDIM SAO JOAQUIM;E044398A@EDUCACAO.SP.GOV.BR;55143564;1;0;0;0;0;416;343;0;0;0
10314;SUL 2;100;SAO PAULO;1;46061;8;NULL;ANTONIO AGGIO;HERCILIA GONCALVES DOS SANTOS;16;GUARAPIRANGA;E046061A@EDUCACAO.SP.GOV.BR;55146398;1;0;0;0;0;454;337;0;0;0
10314;SUL 2;100;SAO PAULO;1;48720;8;NULL;ARISTON DE OLIVEIRA PROFESSOR TENENTE;JOAO DA CRUZ E SOUSA;444;JARDIM DAS ROSAS ZONA SUL;E048720A@EDUCACAO.SP.GOV.BR;58217555;1;0;0;0;0;764;841;0;0;0
10314;SUL 2;100;SAO PAULO;1;902305;8;NULL;EUGENIO MARIZ DE OLIVEIRA NETTO;RUA DONA VIRGNIA;100;CHACARA VISTA ALEGRE;E902305A@EDUCACAO.SP.GOV.BR;55141745;1;0;0;0;281;368;251;0;0;107
10314;SUL 2;100;SAO PAULO;1;906566;8;NULL;OSCAR PEREIRA MACHADO;MIGUEL DIONIZIO VALLE;96;JARDIM NAKAMURA;E906566A@EDUCACAO.SP.GOV.BR;58310331;1;0;0;0;477;491;319;0;0;99
10314;SUL 2;100;SAO PAULO;1;908952;8;NULL;MANOEL DA SILVEIRA PORTO FILHO REVERENDO PROFESSOR;SIMAO ALVES DE ALMEIDA;SN;JARDIM MODELO;E908952A@EDUCACAO.SP.GOV.BR;58722269;1;0;0;0;551;0;0;0;0;0
10314;SUL 2;100;SAO PAULO;1;915725;8;NULL;JACQUES ORLANDO CAMINHA D AVILA REVERENDO;ANTONIO RAMOS ROSA;100;PARQUE SANTO ANTONIO;E915725A@EDUCACAO.SP.GOV.BR;55122183;1;0;0;0;309;181;875;0;0;396
10316;CENTRO SUL;100;SAO PAULO;1;1788;8;NULL;OLGA BENATTI PROFESSORA;RUA IBITIRAMA;1412;VILA BELA;E001788A@EDUCACAO.SP.GOV.BR;23416656;1;0;0;0;0;327;0;0;0;0
10316;CENTRO SUL;100;SAO PAULO;1;4455;8;NULL;OSCAR THOMPSON;AVENIDA LINS DE VASCONCELOS;600;CAMBUCI;E004455A@EDUCACAO.SP.GOV.BR;33994142;1;0;0;0;0;324;0;0;0;0
10317;SUL 1;100;SAO PAULO;1;5046;8;NULL;JOSE NASCIMENTO PROFESSOR;LUISA;48;CIDADE JULIA;E005046A@EDUCACAO.SP.GOV.BR;26588491;1;0;17;0;1062;0;0;0;0;0
10317;SUL 1;100;SAO PAULO;1;5162;8;NULL;ALBERTO CONTE PROFESSOR;MARIO LOPES LEAO;120;SANTO AMARO;E005162A@EDUCACAO.SP.GOV.BR;26588506;1;0;0;0;0;0;1654;0;0;0
10317;SUL 1;100;SAO PAULO;1;901748;8;NULL;AMADOR E CATHARINA SAPORITO AUGUSTO;AMARO OLIVEIRA LIMA;251;PARQUE ESMERALDA;E901748A@EDUCACAO.SP.GOV.BR;26588676;1;0;0;0;161;156;397;0;0;141
10318;SUL 3;100;SAO PAULO;1;5460;8;NULL;JERONYMO MONTEIRO;JOAQUIM DOS SANTOS;539;JARDIM IMPERIAL;E005460A@EDUCACAO.SP.GOV.BR;56610739;1;0;9;0;539;0;0;0;0;0
10318;SUL 3;100;SAO PAULO;1;38261;8;NULL;ADRIAO BERNARDES PROF;ITAQUAQUECETUBA;9953;JARDIM SANTA TEREZA;E038261A@EDUCACAO.SP.GOV.BR;59742042;1;0;0;0;211;174;137;0;0;0
10314;SUL 2;100;SAO PAULO;1;5253;8;NULL;JOAO DE DEUS CARDOSO DE MELLO;FRANCISCO DE ALMEIDA SOUZA;192;JARDIM SOUZA;E005253A@EDUCACAO.SP.GOV.BR;55146386;1;0;17;0;864;0;0;0;0;0
10314;SUL 2;100;SAO PAULO;1;38295;8;NULL;JOSE LINS DO REGO;M BOI MIRIM;2463;JARDIM DAS FLORES;E038295A@EDUCACAO.SP.GOV.BR;55140115;1;0;0;0;0;0;1850;0;0;0
10314;SUL 2;100;SAO PAULO;1;41051;8;NULL;CAROLINA CINTRA DA SILVEIRA PROFESSORA;LUIS DA FONSECA GALVAO;226;PARQUE MARIA HELENA;E041051A@EDUCACAO.SP.GOV.BR;55112450;1;0;0;0;0;325;510;0;0;242
10314;SUL 2;100;SAO PAULO;1;902664;8;NULL;ROSA PAVONE PIMONT DOUTORA;RUA CONDE DE PROENCA;28;JARDIM COIMBRA;E902664A@EDUCACAO.SP.GOV.BR;55143765;1;0;0;0;345;204;0;0;0;0
10314;SUL 2;100;SAO PAULO;1;906554;8;NULL;SANTA ROSA DE LIMA;NAINPUR;80;JARDIM VALE DAS VIRTUDES;E906554A@EDUCACAO.SP.GOV.BR;58257093;1;0;0;0;1008;0;0;0;0;0
10316;CENTRO SUL;100;SAO PAULO;1;4509;8;NULL;MARIA ODILA GUIMARAES BUENO PROFESSORA;RUA AMERICO SAMARONE;350;VILA MOINHO VELHO;E004509A@EDUCACAO.SP.GOV.BR;22155339;1;0;8;0;486;0;0;0;0;0
10316;CENTRO SUL;100;SAO PAULO;1;4820;8;NULL;JOSE VICENTE DE AZEVEDO CONDE;GUARAREMA;365;BOSQUE DA SAUDE;E004820A@EDUCACAO.SP.GOV.BR;25785610;1;0;0;0;0;0;309;0;0;0
10316;CENTRO SUL;100;SAO PAULO;1;4856;8;NULL;PEDRO VOSS PROFESSOR;RUA JOSE DE MAGALHAES;477;VILA CLEMENTINO;E004856A@EDUCACAO.SP.GOV.BR;55730187;1;0;6;0;308;0;0;0;0;0
10317;SUL 1;100;SAO PAULO;1;5083;8;NULL;JOAQUIM ADOLFO ARAUJO PROFESSOR;FRANCISCO MADERO;16;VILA ARRIETE;E005083A@EDUCACAO.SP.GOV.BR;26588421;1;0;0;0;0;316;533;0;0;0
10317;SUL 1;100;SAO PAULO;1;5137;8;NULL;ZENAIDE LOPES DE OLIVEIRA GODOY PROFESSORA;CELSO DOS SANTOS;375;VILA CONSTANCA;E005137A@EDUCACAO.SP.GOV.BR;26588341;1;0;32;0;0;746;807;0;0;0
10317;SUL 1;100;SAO PAULO;1;35646;8;NULL;ASSIS CHATEAUBRIAND;ARMANDO GONZAGA;150;JARDIM MARIA LUIZA;E035646A@EDUCACAO.SP.GOV.BR;26588711;1;0;12;0;991;0;0;0;0;0
10317;SUL 1;100;SAO PAULO;1;38180;8;NULL;ARTHUR WOLFF NETTO PROFESSOR;AZOR SILVA;153;VILA FACHINI;E038180A@EDUCACAO.SP.GOV.BR;26588501;1;0;10;0;706;0;0;0;0;0
10317;SUL 1;100;SAO PAULO;1;44374;8;NULL;JOAO ERNESTO FAGGIN DOUTOR;FULFARO;141;VILA CLARA;E044374A@EDUCACAO.SP.GOV.BR;26588751;1;0;0;0;0;469;338;0;0;0
10317;SUL 1;100;SAO PAULO;1;566020;8;NULL;WALTER LERNER PROFESSOR;RUA DOS CALANGOS;60;PARQUE DOROTEIA;E566020A@EDUCACAO.SP.GOV.BR;26588326;1;0;0;0;647;407;0;0;0;0
10317;SUL 1;100;SAO PAULO;1;923497;8;NULL;EMANOEL ALVES DE ARAUJO ARTISTA PLASTICO;PAULINO ALVES ESCUDEIRO;290;GUACURI;E923497A@EDUCACAO.SP.GOV.BR;26588726;1;0;0;0;0;479;500;0;0;104
10318;SUL 3;100;SAO PAULO;1;38313;8;NULL;VERA ATHAYDE PEREIRA PROFA;LECONTE DE LISLE;300;JARDIM VISTA ALEGRE;E038313A@EDUCACAO.SP.GOV.BR;59281352;1;0;0;0;0;139;117;0;0;0
10318;SUL 3;100;SAO PAULO;1;902901;8;NULL;TANCREDO DE ALMEIDA NEVES PRES;PAULO GUILGUER REIMBERG;2448;JARDIM NOVO HORIZONTE;E902901A@EDUCACAO.SP.GOV.BR;55262798;1;0;0;0;800;600;309;0;0;0
10318;SUL 3;100;SAO PAULO;1;913431;8;NULL;ROSSINE CAMARGO GUARNIERI;RUA F;SN;PARQUE FLORESTAL;E913431A@EDUCACAO.SP.GOV.BR;59202551;1;0;0;0;269;0;0;0;0;0
10318;SUL 3;100;SAO PAULO;1;925299;8;NULL;OTONIEL ASSIS DE HOLANDA;ACACIAMIMOSA;SN;CHACARA COCAIA;E925299A@EDUCACAO.SP.GOV.BR;59382454;1;0;0;0;741;0;0;0;0;0
10318;SUL 3;100;SAO PAULO;2;29828;6;37448;CEL JTO A EE LAERTE RAMOS PROF DR;ANIBAL DOS ANJOS CARVALHO;5;VILA SANTA MARIA;E029828A@EDUCACAO.SP.GOV.BR;56668886;1;0;0;0;0;0;0;0;0;0
10401;CAIEIRAS;312;FRANCO DA ROCHA;1;5712;8;NULL;BENEDITO FAGUNDES MARQUES;AV DOS COQUEIROS;SN;CENTRO;E005712A@EDUCACAO.SP.GOV.BR;44436108;1;0;10;0;0;0;515;0;0;0
10401;CAIEIRAS;433;MAIRIPORA;1;902366;8;NULL;BAIRRO DO ITAIM;ESTRADA HENRIQUE BARBOSA ORTIZ;S/N;MATO DENTRO;E902366A@EDUCACAO.SP.GOV.BR;44865313;2;0;0;0;0;167;116;0;0;0
10402;GUARULHOS SUL;336;GUARULHOS;1;6397;8;NULL;CID AUGUSTO GUELLI PROFESSOR;BRAGA;312;JARDIM ANNY;E006397A@EDUCACAO.SP.GOV.BR;24800890;1;0;21;0;0;613;331;0;0;0
10402;GUARULHOS SUL;336;GUARULHOS;1;269402;8;NULL;JARDIM ARUJA;JABOATAO;385;JARDIM DOS PIMENTAS;E269402A@EDUCACAO.SP.GOV.BR;24846803;1;0;0;0;236;0;0;0;0;0
10402;GUARULHOS SUL;336;GUARULHOS;1;297525;8;NULL;PIMENTAS VII;MARGINAL SUL;SN;CONJUNTO MARCOS FREIRE;E297525A@EDUCACAO.SP.GOV.BR;24967262;1;0;0;0;0;727;949;0;80;249
10403;GUARULHOS NORTE;336;GUARULHOS;1;35701;8;NULL;ANTONIO GROTKOWSKY PASTOR E VEREADOR;RUA BELEM;259;JARDIM NOVO PORTUGAL;E035701A@EDUCACAO.SP.GOV.BR;24670620;1;0;0;0;0;271;200;0;0;0
10403;GUARULHOS NORTE;336;GUARULHOS;1;39184;8;NULL;ROBERTA MARIA LOPES CHAVES PROFESSORA;RUA MARIA DE MENESES COSTA LACERDA;07;JARDIM BETEL;E039184A@EDUCACAO.SP.GOV.BR;24575633;1;0;8;0;0;734;0;0;0;0
10314;SUL 2;100;SAO PAULO;1;121484;8;NULL;WANDER TAFFO MUSICO;MANGUALDE;427;PARQUE SANTO ANTONIO;E121484A@EDUCACAO.SP.GOV.BR;58148369;1;0;0;0;0;255;126;0;0;0
10314;SUL 2;100;SAO PAULO;1;461313;8;NULL;BERNADETE APARECIDA PEREIRA GODOI PROFA;LUAR DO SERTAO;SN;CHACARA SANTA MARIA;E461313A@EDUCACAO.SP.GOV.BR;58719460;1;0;0;0;0;310;148;0;0;0
10314;SUL 2;100;SAO PAULO;2;404718;34;5400;CENTRO DE ATEND SOCIOEDUC AO ADOLESC JARDIM SAO LUIZ I CI;FREDERICO GROTTE;SN;JARDIM VERGUEIRO;E005400A@EDUCACAO.SP.GOV.BR;58943304;1;0;0;0;0;0;0;0;0;0
10316;CENTRO SUL;100;SAO PAULO;1;4297;8;NULL;MURTINHO NOBRE DOUTOR;RUA OUVIDOR PORTUGAL;789;VILA MONUMENTO;E004297A@EDUCACAO.SP.GOV.BR;22726914;1;0;0;0;0;363;359;0;0;0
